GeneID	KOG Gene ID	Identity	Align Length	Q start	Q end	T start	T end	E value	Score	KOG ID	Classification flag	Description
Ss03g11930.1	At3g50060	51.429	105	70	174	3	107	2.49E-33	124	KOG0048	K	Transcription
Ss03g11970.1	At2g02040	60.788	584	1	584	1	584	0	764	KOG1237	E	Amino acid transport and metabolism
Ss02g06680.1	At5g09360	39.13	575	6	521	24	569	9.08E-131	393	KOG1263	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss02g06690.1	At1g71820	78.468	757	1	755	3	724	0	1211	KOG2286	U	Intracellular trafficking, secretion, and vesicular transport
Ss02g06660.1	At3g52570	36	225	34	225	89	305	8.15E-31	117	KOG2382	R	General function prediction only
Ss02g06670.1	At5g64950	23.585	318	64	363	58	363	2.62E-18	87.4	KOG1267	KR	Transcription ; General function prediction only
Ss01g04140.1	At5g50860	58.92	426	56	468	90	503	2.89E-173	504	KOG0600	D	Cell cycle control, cell division, chromosome partitioning
Ss01g04130.1	At5g50870	69.036	197	1	197	1	192	4.24E-99	286	KOG0418	O	Posttranslational modification, protein turnover, chaperones
Ss01g04120.1	At5g23670	80.982	489	1	489	1	489	0	849	KOG1357	O	Posttranslational modification, protein turnover, chaperones
Ss02g06630.1	At4g09650	48.673	226	1	226	1	216	4.27E-68	211	KOG1662	C	Energy production and conversion
Ss11g16640.1	At1g76640	50	148	30	175	18	158	1.79E-39	133	KOG0027	T	Signal transduction mechanisms
Ss01g04200.1	At3g26990	42.435	542	1	514	1	517	2.39E-104	323	KOG2669	A	RNA processing and modification
Ss02g06710.1	At1g50140	69.579	641	333	973	2	640	0	912	KOG0737	O	Posttranslational modification, protein turnover, chaperones
Ss04g18470.1	At5g13770	45.455	539	64	597	10	543	4.85E-166	486	KOG4197	R	General function prediction only
Ss04g18390.1	At1g61570	68.235	85	1	83	1	85	1.01E-28	99.8	KOG1733	U	Intracellular trafficking, secretion, and vesicular transport
Ss04g18410.1	At4g27590	67.5	80	1	80	1	80	2.83E-34	120	KOG1603	P	Inorganic ion transport and metabolism
Ss04g18450.1	At1g65810	50	292	1	270	553	843	3.53E-84	276	KOG1801	A	RNA processing and modification
Ss04g18440.1	At4g31540	49.375	160	1	146	90	247	5.95E-36	132	KOG2344	U	Intracellular trafficking, secretion, and vesicular transport
Ss09g07090.1	At1g15880	66.968	221	3	218	4	223	8.01E-106	305	KOG3208	U	Intracellular trafficking, secretion, and vesicular transport
Ss09g07100.1	At4g31890	48.723	509	12	480	30	518	3.27E-138	409	KOG0167	S	Function unknown
Ss09g07060.1	At5g20320	48.276	87	100	186	1502	1588	1.39E-15	75.5	KOG0701	A	RNA processing and modification
Ss09g07070.1	Hs14725791	40	185	30	214	110	290	1.91E-37	133	KOG3077	S	Function unknown
Ss09g07020.1	At1g14290	62.055	253	11	262	6	253	1.59E-123	353	KOG0874	I	Lipid transport and metabolism
Ss09g07030.1	At4g02050	77.6	500	1	500	1	500	0	822	KOG0254	R	General function prediction only
Ss03g01170.1	At3g60450	49.416	257	6	261	13	259	1.49E-82	250	KOG3734	G	Carbohydrate transport and metabolism
Ss03g01180.1	At5g61510	77.469	324	53	375	1	324	0	521	KOG1197	CR	Energy production and conversion; General function prediction only
Ss03g01090.1	At5g07620	52.614	306	54	355	55	358	1.27E-114	338	KOG1187	T	Signal transduction mechanisms
Ss03g01100.1	At2g35680	45.573	384	1	317	1	379	6.38E-103	308	KOG1719	V	Defense mechanisms
Ss03g01120.1	At4g01710	81.818	132	5	136	29	159	1.71E-75	222	KOG3380	Z	Cytoskeleton
Ss03g01130.1	At3g60390	50.166	301	32	308	22	307	2.70E-82	253	KOG0483	K	Transcription
Ss03g01160.1	At1g11260	55.556	504	1	500	1	503	0	565	KOG0254	R	General function prediction only
Ss07g23780.1	At5g51150	71.805	493	51	541	42	531	0	739	KOG1398	S	Function unknown
Ss08g11680.1	At2g16460	56.25	80	37	116	45	121	5.01E-24	94	KOG3156	S	Function unknown
Ss08g11650.1	At5g47530	40.341	176	21	194	16	187	1.17E-37	135	KOG4293	T	Signal transduction mechanisms
Ss08g11640.1	Hs14149769	41.808	177	1	176	16	184	5.26E-39	134	KOG3433	RD	General function prediction only; Cell cycle control, cell division, chromosome partitioning
Ss08g11610.1	At2g06890	50.588	170	12	180	204	362	6.49E-48	170	KOG0017	R	General function prediction only
Ss07g23840.1	At2g44680	74.349	269	10	277	23	281	4.22E-149	419	KOG3092	KTD	Transcription; Signal transduction mechanisms; Cell cycle control, cell division, chromosome partitioning
Ss11g03040.1	At5g41980	38	350	76	407	30	364	1.65E-72	238	KOG4585	L	Replication, recombination and repair
Ss11g03030.1	At5g66280	72.857	70	52	117	106	175	1.54E-26	104	KOG1372	G	Carbohydrate transport and metabolism
Ss11g03060.1	At3g14470	29.607	331	46	365	172	486	9.61E-43	160	KOG4658	T	Signal transduction mechanisms
Ss11g03050.1	At3g46530	34.568	81	8	88	1	77	5.61E-07	47.8	KOG4658	T	Signal transduction mechanisms
Ss07g35730.1	At5g18610	73	400	1	392	1	392	0	583	KOG1187	T	Signal transduction mechanisms
Ss07g35740.1	At3g55020	59.38	677	228	893	135	787	0	737	KOG2058	U	Intracellular trafficking, secretion, and vesicular transport
Ss07g35750.1	At2g39290	75.635	197	33	229	103	296	4.72E-99	291	KOG1617	I	Lipid transport and metabolism
Ss07g35780.1	At5g02790	52.193	228	6	233	9	234	7.07E-83	248	KOG0406	O	Posttranslational modification, protein turnover, chaperones
Ss07g35790.1	At2g35340	35.697	423	12	396	448	864	8.38E-67	230	KOG0923	A	RNA processing and modification
Ss08g11880.1	At1g48640_1	39.13	230	32	248	87	308	2.90E-45	158	KOG4444	UM	Intracellular trafficking, secretion, and vesicular transport; Cell wall/membrane/envelope biogenesis
Ss07g18710.1	At5g04870	68.344	616	241	833	1	609	0	856	KOG0032	T	Signal transduction mechanisms
Ss08g11900.1	At4g31540	47.009	117	7	95	42	158	6.71E-24	96.3	KOG2344	U	Intracellular trafficking, secretion, and vesicular transport
Ss08g11890.1	At5g19980	71.257	334	2	335	8	334	1.00E-166	469	KOG1444	UOG	Intracellular trafficking, secretion, and vesicular transport; Posttranslational modification, protein turnover, chaperones; Carbohydrate transport and metabolism
Ss08g11920.1	At1g06560	57.363	584	6	579	4	545	0	640	KOG1122	A	RNA processing and modification
Ss08g11910.1	At1g18030	74.394	289	155	443	53	339	1.98E-154	442	KOG0698	T	Signal transduction mechanisms
Ss08g11940.1	At3g58670	59.072	237	4	236	5	240	4.60E-94	277	KOG4281	S	Function unknown
Ss07g18660.1	At5g06600	83.021	1119	1	1118	1	1115	0	1934	KOG1863	O	Posttranslational modification, protein turnover, chaperones
Ss07g18680.1	At4g14220	43.165	139	105	243	31	166	1.03E-28	118	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss08g09700.1	At4g15590	35.632	87	1	87	584	669	1.69E-11	60.5	KOG1075	R	General function prediction only
Ss08g09710.1	At1g53670	77.941	136	58	193	59	194	5.40E-84	248	KOG0856	O	Posttranslational modification, protein turnover, chaperones
Ss08g09630.1	At1g67180_2	51.892	185	368	544	17	198	1.47E-55	187	KOG0825	R	General function prediction only
Ss01g16200.1	At2g42770	52.273	220	22	225	20	228	1.53E-62	197	KOG1944	R	General function prediction only
Ss08g09660.1	At5g15930	77.684	354	54	406	2	355	0	580	KOG1102	R	General function prediction only
Ss01g16170.1	Hs6005864	61.364	44	14	56	238	281	4.30E-14	66.2	KOG4628	O	Posttranslational modification, protein turnover, chaperones
Ss08g09690.1	At5g43470	27.254	954	1	909	1	877	4.64E-65	238	KOG4658	T	Signal transduction mechanisms
Ss06g08150.1	At4g14090	38.667	75	3	75	380	454	8.66E-09	52	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss06g08160.1	At5g37820	47.489	219	42	258	41	258	9.30E-68	213	KOG0223	G	Carbohydrate transport and metabolism
Ss06g08090.1	At1g74520	66.013	153	2	153	4	156	2.38E-74	223	KOG1725	U	Intracellular trafficking, secretion, and vesicular transport
Ss06g08110.1	At1g14290	69.615	260	1	258	1	258	1.03E-138	392	KOG0874	I	Lipid transport and metabolism
Ss06g08140.1	At1g74590	38.034	234	1	234	1	230	1.38E-52	171	KOG0406	O	Posttranslational modification, protein turnover, chaperones
Ss04g22820.1	At1g11650	59.948	387	20	399	4	366	1.09E-150	434	KOG0118	R	General function prediction only
Ss04g22830.1	At4g27010	34.627	2628	57	2610	19	2504	0	1296	KOG1791	S	Function unknown
Ss04g22840.1	YDL052c	32.314	229	64	285	34	244	2.89E-23	98.6	KOG2848	I	Lipid transport and metabolism
Ss04g22780.1	At2g36480	52.247	178	41	203	89	264	1.01E-43	173	KOG2071	A	RNA processing and modification
Ss04g22790.1	At3g14470	30.637	816	253	1028	124	890	1.38E-87	311	KOG4658	T	Signal transduction mechanisms
Ss07g16410.1	At1g55460	38.095	42	23	64	25	66	3.66E-06	44.3	KOG2837	A	RNA processing and modification
Ss04g22870.1	At4g20090	37.48	611	57	644	56	658	6.17E-135	411	KOG4197	R	General function prediction only
Ss04g05430.1	At3g27260	57.732	97	59	155	173	269	4.27E-29	122	KOG1474	K	Transcription
Ss04g05360.1	At4g32660	58.974	273	1	256	6	276	8.98E-105	311	KOG0671	T	Signal transduction mechanisms
Ss04g05380.1	At3g14470	35.604	323	2	317	198	517	1.18E-57	202	KOG4658	T	Signal transduction mechanisms
Ss04g05400.1	At3g59630	55	80	44	115	20	95	8.30E-24	95.9	KOG2648	J	Translation, ribosomal structure and biogenesis
Ss04g05390.1	At5g44240	70.481	1040	50	1073	8	1047	0	1524	KOG0206	R	General function prediction only
Ss10g02550.1	At3g56630	39.057	297	1	275	106	384	3.18E-61	204	KOG0157	QI	Secondary metabolites biosynthesis, transport and catabolism; Lipid transport and metabolism
Ss10g02560.1	At1g73300	47.884	449	30	476	29	441	3.15E-150	436	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss05g20020.1	At5g01660_2	49.129	287	487	769	15	301	1.27E-90	288	KOG1072	R	General function prediction only
Ss05g19960.1	At5g45180	45.263	95	26	118	148	242	8.25E-22	90.5	KOG1399	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss05g19970.1	At1g06890	73.816	359	5	352	4	361	1.22E-177	498	KOG1441	EG	Amino acid transport and metabolism; Carbohydrate transport and metabolism
Ss05g19980.1	At3g10970	72.139	201	160	360	1	201	5.58E-106	310	KOG2914	R	General function prediction only
Ss10g02470.1	At2g02040	45.745	564	67	622	24	582	1.58E-176	514	KOG1237	E	Amino acid transport and metabolism
Ss05g20030.1	At5g58470	58.59	227	250	474	190	382	1.06E-53	190	KOG1995	R	General function prediction only
Ss05g20040.1	At2g30080	67.876	193	211	395	150	341	1.30E-82	257	KOG1558	P	Inorganic ion transport and metabolism
Ss10g02530.1	At2g02040	48.365	581	11	574	5	581	0	563	KOG1237	E	Amino acid transport and metabolism
Ss10g02540.1	At1g73300	45.154	423	5	402	43	441	3.92E-128	377	KOG1282	EO	Amino acid transport and metabolism; Posttranslational modification, protein turnover, chaperones
Ss10g16450.1	At1g65810	42.735	702	256	945	182	844	5.77E-164	518	KOG1801	A	RNA processing and modification
Ss10g16400.1	At3g61960	55.882	272	17	288	6	272	1.77E-100	321	KOG0595	UTO	Intracellular trafficking, secretion, and vesicular transport; Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss10g16460.1	At1g05570	69.737	456	12	453	9	442	0	653	KOG0916	M	Cell wall/membrane/envelope biogenesis
Ss10g16470.1	At2g17290	70.492	488	55	542	56	543	0	726	KOG0032	T	Signal transduction mechanisms
Ss06g01650.1	At3g19930	71.429	42	1	42	464	505	2.11E-15	69.3	KOG0254	R	General function prediction only
Ss06g01590.1	At5g48030	53.191	470	1	428	1	460	5.31E-147	427	KOG0715	O	Posttranslational modification, protein turnover, chaperones
Ss04g24150.1	7302348	34.286	105	3	94	4	107	4.76E-13	60.8	KOG2906	K	Transcription
Ss04g24160.1	CE25620	43.119	109	1	109	2	108	3.11E-29	102	KOG2906	K	Transcription
Ss04g24180.1	At4g22300	66.972	218	46	254	3	220	1.02E-102	308	KOG2112	I	Lipid transport and metabolism
Ss04g24190.1	At4g22300	50.455	220	1	211	1	219	1.85E-71	226	KOG2112	I	Lipid transport and metabolism
Ss04g24220.1	At3g19460	50.276	181	13	193	14	194	4.77E-53	171	KOG1792	U	Intracellular trafficking, secretion, and vesicular transport
Ss04g15680.1	At4g38950	46.898	951	87	1005	8	833	0	729	KOG0242	Z	Cytoskeleton
Ss07g25560.1	At1g27480	40.796	402	33	418	11	398	1.05E-91	284	KOG2369	I	Lipid transport and metabolism
Ss07g25570.1	At1g03670	32	500	36	526	37	516	4.98E-64	224	KOG0504	R	General function prediction only
Ss08g17350.1	At1g30620	81.234	389	1	389	15	403	0	672	KOG1371	M	Cell wall/membrane/envelope biogenesis
Ss07g25510.1	At3g06910	25	204	68	262	288	473	2.10E-09	59.3	KOG0778	O	Posttranslational modification, protein turnover, chaperones
Ss07g25520.1	At5g54780	65.831	439	4	440	2	430	0	570	KOG2197	T	Signal transduction mechanisms
Ss05g14890.1	At2g23150	64.865	148	1	135	295	442	3.73E-57	189	KOG1291	P	Inorganic ion transport and metabolism
Ss05g14850.1	At2g30060	60.776	232	1	227	1	217	9.73E-83	247	KOG0864	U	Intracellular trafficking, secretion, and vesicular transport
Ss05g14820.1	At3g50060	39.796	294	14	276	4	289	3.81E-55	181	KOG0048	K	Transcription
Ss05g14880.1	At2g40460	75.701	107	1	107	1	107	7.33E-56	183	KOG1237	E	Amino acid transport and metabolism
Ss05g14870.1	At2g40460	60.707	481	1	479	110	581	0	596	KOG1237	E	Amino acid transport and metabolism
Ss05g14860.1	At3g51800	80.952	357	1	357	1	354	0	570	KOG2776	R	General function prediction only
Ss08g17400.1	At3g06190	45.33	364	18	367	18	375	3.03E-102	309	KOG1987	RD	General function prediction only; Cell cycle control, cell division, chromosome partitioning
Ss08g05030.1	At1g80150	55.065	385	47	427	13	397	2.03E-156	449	KOG4197	R	General function prediction only
Ss08g05020.1	At5g56280	68.354	316	13	322	2	286	1.17E-155	438	KOG3050	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss08g05090.1	At4g34050	54.626	227	30	256	35	258	4.55E-87	260	KOG1663	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss08g05060.1	At1g55620	65.916	666	55	690	144	807	0	847	KOG0475	P	Inorganic ion transport and metabolism
Ss08g05110.1	At4g34050	58.798	233	86	318	27	259	2.84E-105	309	KOG1663	Q	Secondary metabolites biosynthesis, transport and catabolism
Ss07g33970.1	At5g58380	63.864	440	2	441	1	438	0	608	KOG0583	T	Signal transduction mechanisms
Ss07g33960.1	At4g18700	42.282	447	17	435	21	457	2.36E-114	345	KOG0583	T	Signal transduction mechanisms
Ss07g34030.1	At3g61690	56.389	360	36	391	34	391	2.58E-117	396	KOG1906	L	Replication, recombination and repair
Ss07g34010.1	At3g56310	70.631	412	8	414	15	426	0	620	KOG2366	G	Carbohydrate transport and metabolism
Ss01g39570.1	At3g15660	47.853	163	1	159	1	150	1.89E-44	147	KOG0911	O	Posttranslational modification, protein turnover, chaperones
Ss01g39580.1	At2g26700_2	59.152	448	56	472	1	437	0	523	KOG0610	R	General function prediction only
Ss01g39510.1	At2g36770	40.664	482	19	466	14	495	1.00E-121	366	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss01g39520.1	At2g36800	44.939	494	2	481	9	490	6.46E-137	406	KOG1192	CG	Energy production and conversion; Carbohydrate transport and metabolism
Ss01g39530.1	At5g19990	91.892	407	1	407	1	405	0	771	KOG0728	O	Posttranslational modification, protein turnover, chaperones
Ss01g39550.1	At2g26710	64.885	524	2	520	7	513	0	721	KOG0157	QI	Secondary metabolites biosynthesis, transport and catabolism; Lipid transport and metabolism
Ss01g39560.1	At5g20060	69.048	252	80	331	1	250	4.22E-133	380	KOG2112	I	Lipid transport and metabolism
Ss06g14610.1	At5g22440	84	200	5	203	1	200	1.01E-109	314	KOG1570	J	Translation, ribosomal structure and biogenesis
Ss06g14590.1	At2g27470	57.895	95	23	117	8	98	1.11E-33	120	KOG0870	K	Transcription
Ss06g14580.1	At1g36160	58.231	1707	382	1922	552	2247	0	1964	KOG0368	I	Lipid transport and metabolism
Ss06g14570.1	At5g06710	50.633	79	110	179	25	103	2.61E-14	71.2	KOG0483	K	Transcription
Ss06g14550.1	At5g26360	86.559	558	3	560	1	555	0	989	KOG0364	O	Posttranslational modification, protein turnover, chaperones
Ss06g14530.1	At2g42360	41.667	84	55	138	85	165	1.28E-17	77.4	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss06g14520.1	At4g10160	32.743	113	42	145	28	139	7.53E-15	70.1	KOG0800	O	Posttranslational modification, protein turnover, chaperones
Ss08g00030.1	At5g62620	49.303	574	9	524	20	589	1.42E-176	516	KOG2287	G	Carbohydrate transport and metabolism
Ss08g00070.1	At1g10180	27.401	708	49	732	27	708	8.14E-55	206	KOG2215	U	Intracellular trafficking, secretion, and vesicular transport
Ss08g00060.1	At3g07880	57.31	171	62	231	65	235	1.35E-66	207	KOG3205	T	Signal transduction mechanisms
Ss08g00050.1	At4g04470	56.395	172	10	181	12	183	1.31E-73	221	KOG1944	R	General function prediction only
Ss06g20750.1	At2g07698_2	82.222	90	1	90	18	107	3.73E-44	150	KOG1353	C	Energy production and conversion
Ss06g20720.1	At3g02070	45.455	165	21	185	14	157	4.52E-46	152	KOG2605	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss06g20730.1	At1g16540	56.624	853	6	826	2	842	0	959	KOG2142	H	Coenzyme transport and metabolism
Ss06g20710.1	At3g02070	54.795	219	21	238	14	219	1.87E-85	254	KOG2605	TO	Signal transduction mechanisms; Posttranslational modification, protein turnover, chaperones
Ss01g06140.1	At3g59520	75.373	268	1	268	1	266	6.34E-151	423	KOG2632	S	Function unknown
Ss01g06130.1	At1g08450	70.316	411	16	423	14	396	0	554	KOG0674	O	Posttranslational modification, protein turnover, chaperones
Ss01g06160.1	At3g25500	67.146	487	425	901	552	1019	0	647	KOG1922	ZT	Cytoskeleton; Signal transduction mechanisms
Ss01g06150.1	At5g16270	77.838	185	1	183	1	178	3.00E-83	294	KOG1213	D	Cell cycle control, cell division, chromosome partitioning
Ss07g06380.1	At1g04760	59.633	218	17	234	6	220	2.05E-93	274	KOG0859	U	Intracellular trafficking, secretion, and vesicular transport
Ss01g06120.1	At5g36170	73.791	393	51	443	55	445	0	614	KOG2726	J	Translation, ribosomal structure and biogenesis
Ss01g06110.1	At3g59660	57.229	498	81	537	85	579	0	572	KOG1032	S	Function unknown
Ss07g06390.1	At5g27630_2	55.944	572	100	640	1	564	0	633	KOG0379	R	General function prediction only
Ss07g06400.1	At2g26060	59.064	342	11	349	6	319	9.56E-135	388	KOG0645	R	General function prediction only
Ss01g06180.1	At3g02650_2	45.455	484	68	549	14	489	6.55E-137	408	KOG4197	R	General function prediction only
Ss01g06170.1	At5g36890	63.694	471	15	483	12	467	0	650	KOG0626	G	Carbohydrate transport and metabolism
Ss02g15900.1	At1g24540	54.054	518	5	496	4	521	0	583	KOG0157	QI	Secondary metabolites biosynthesis, transport and catabolism; Lipid transport and metabolism
Ss02g15890.1	At3g03420	57.592	191	10	200	5	194	2.13E-78	234	KOG3314	L	Replication, recombination and repair
Ss02g15920.1	At1g13120	34.101	651	47	673	1	589	1.20E-99	319	KOG2412	A	RNA processing and modification
Ss02g15930.1	At5g07900	24.038	208	38	231	97	304	5.66E-11	63.2	KOG1267	KR	Transcription ; General function prediction only
Ss02g15950.1	At4g24740	71.496	421	1	420	9	426	0	650	KOG0671	T	Signal transduction mechanisms
Ss01g01950.1	Hs21361954	33.526	173	13	184	87	255	1.20E-30	113	KOG2164	O	Posttranslational modification, protein turnover, chaperones
Ss01g01940.1	At3g59280	71.028	107	2	107	7	113	2.92E-52	161	KOG3442	S	Function unknown
Ss01g01930.1	At3g45680	40.314	573	5	562	14	551	7.39E-152	448	KOG1237	E	Amino acid transport and metabolism
Ss01g01880.1	At1g19910	98.788	165	1	165	1	165	2.47E-111	314	KOG0232	C	Energy production and conversion
Ss01g01860.1	At1g77710	90.909	88	17	104	4	91	1.01E-54	166	KOG3483	S	Function unknown
Ss03g24060.1	At3g14470	27.623	1039	10	999	10	984	1.36E-86	306	KOG4658	T	Signal transduction mechanisms
Ss03g24040.1	At3g21690	75.365	479	12	490	26	504	0	720	KOG1347	R	General function prediction only
