GeneId	BiologicalProcess	CellularComponent	MolecularFunction
Ss07g11820.1	GO:0006556(S-adenosylmethionine biosynthetic process)	-	GO:0004478(methionine adenosyltransferase activity),GO:0005524(ATP binding)
Ss07g11790.1	-	-	GO:0003676(nucleic acid binding)
Ss07g16910.1	-	GO:0005746(mitochondrial respiratory chain)	-
Ss07g11780.1	GO:0006099(tricarboxylic acid cycle),GO:0055114(oxidation-reduction process)	-	GO:0004591(oxoglutarate dehydrogenase (succinyl-transferring) activity),GO:0030976(thiamine pyrophosphate binding),GO:0016624(oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor)
Ss07g16940.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003700(DNA-binding transcription factor activity)
Ss04g25920.1	GO:0006886(intracellular protein transport)	-	GO:0008536(Ran GTPase binding),GO:0005515(protein binding)
Ss01g39600.1	GO:0055114(oxidation-reduction process)	-	GO:0016491(oxidoreductase activity)
Ss04g25940.1	GO:0022900(electron transport chain)	-	GO:0009055(electron transfer activity),GO:0051536(iron-sulfur cluster binding),GO:0051537(2 iron, 2 sulfur cluster binding)
Ss04g25950.1	GO:0046488(phosphatidylinositol metabolic process)	-	GO:0016307(phosphatidylinositol phosphate kinase activity)
Ss04g25960.1	GO:0046488(phosphatidylinositol metabolic process)	-	GO:0005524(ATP binding),GO:0016307(phosphatidylinositol phosphate kinase activity)
Ss01g39640.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003700(DNA-binding transcription factor activity)
Ss01g39630.1	-	-	GO:0005515(protein binding)
Ss10g17070.1	GO:0006470(protein dephosphorylation),GO:0016311(dephosphorylation)	-	GO:0008138(protein tyrosine/serine/threonine phosphatase activity),GO:0016791(phosphatase activity)
Ss04g08490.1	GO:0006508(proteolysis)	-	GO:0004252(serine-type endopeptidase activity)
Ss02g16960.1	GO:0015979(photosynthesis)	GO:0009523(photosystem II),GO:0009654(photosystem II oxygen evolving complex),GO:0019898(extrinsic component of membrane)	GO:0005509(calcium ion binding)
Ss06g00740.1	GO:0005975(carbohydrate metabolic process)	-	GO:0004650(polygalacturonase activity)
Ss04g08470.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding)
Ss04g08460.1	GO:0006629(lipid metabolic process)	-	GO:0008081(phosphoric diester hydrolase activity)
Ss04g08410.1	GO:0030244(cellulose biosynthetic process)	GO:0016020(membrane)	GO:0016760(cellulose synthase (UDP-forming) activity)
Ss04g08400.1	-	-	GO:0046983(protein dimerization activity)
Ss04g08430.1	GO:0009435(NAD biosynthetic process)	-	GO:0003824(catalytic activity),GO:0004514(nicotinate-nucleotide diphosphorylase (carboxylating) activity)
Ss04g08420.1	GO:0030244(cellulose biosynthetic process)	GO:0016020(membrane)	GO:0016760(cellulose synthase (UDP-forming) activity)
Ss06g24490.1	-	-	GO:0016301(kinase activity),GO:0005515(protein binding),GO:0004674(protein serine/threonine kinase activity)
Ss06g15080.1	GO:0055114(oxidation-reduction process)	-	GO:0016491(oxidoreductase activity),GO:0050660(flavin adenine dinucleotide binding),GO:0071949(FAD binding)
Ss06g15090.1	GO:0055114(oxidation-reduction process)	-	GO:0050660(flavin adenine dinucleotide binding),GO:0016491(oxidoreductase activity),GO:0071949(FAD binding)
Ss01g31540.1	-	-	GO:0016757(transferase activity, transferring glycosyl groups)
Ss01g31530.1	GO:0055114(oxidation-reduction process)	-	GO:0005506(iron ion binding),GO:0016705(oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen),GO:0020037(heme binding)
Ss07g14300.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding),GO:0030247(polysaccharide binding),GO:0005509(calcium ion binding)
Ss06g15020.1	GO:0006351(transcription, DNA-templated)	-	GO:0003677(DNA binding),GO:0003899(DNA-directed 5'-3' RNA polymerase activity)
Ss06g15030.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005515(protein binding),GO:0005524(ATP binding)
Ss10g18510.1	-	-	GO:0005525(GTP binding)
Ss06g15010.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding)
Ss06g15060.1	GO:0055114(oxidation-reduction process)	-	GO:0016491(oxidoreductase activity),GO:0050660(flavin adenine dinucleotide binding),GO:0071949(FAD binding)
Ss06g15070.1	GO:0055114(oxidation-reduction process)	-	GO:0071949(FAD binding),GO:0050660(flavin adenine dinucleotide binding),GO:0016491(oxidoreductase activity)
Ss06g15040.1	GO:0006520(cellular amino acid metabolic process),GO:0009058(biosynthetic process)	-	GO:0008483(transaminase activity),GO:0030170(pyridoxal phosphate binding),GO:0003824(catalytic activity)
Ss06g15050.1	GO:0055114(oxidation-reduction process)	-	GO:0016491(oxidoreductase activity),GO:0050660(flavin adenine dinucleotide binding),GO:0071949(FAD binding)
Ss02g16940.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003677(DNA binding)
Ss07g14280.1	-	-	GO:0005515(protein binding)
Ss07g17460.1	GO:0006418(tRNA aminoacylation for protein translation),GO:0006436(tryptophanyl-tRNA aminoacylation)	-	GO:0000166(nucleotide binding),GO:0004812(aminoacyl-tRNA ligase activity),GO:0005524(ATP binding),GO:0004830(tryptophan-tRNA ligase activity)
Ss07g14340.1	GO:0006486(protein glycosylation)	GO:0016020(membrane)	GO:0030246(carbohydrate binding),GO:0008378(galactosyltransferase activity)
Ss06g18890.1	GO:0006468(protein phosphorylation)	-	GO:0005515(protein binding),GO:0004672(protein kinase activity),GO:0005524(ATP binding)
Ss06g22600.1	GO:0006413(translational initiation)	-	GO:0005515(protein binding),GO:0003743(translation initiation factor activity)
Ss01g35420.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003677(DNA binding)
Ss03g18330.1	GO:0000272(polysaccharide catabolic process)	-	GO:0016161(beta-amylase activity)
Ss01g41010.1	-	-	GO:0043531(ADP binding)
Ss01g41000.1	-	-	GO:0046872(metal ion binding)
Ss01g40990.1	GO:0006629(lipid metabolic process)	-	GO:0016627(oxidoreductase activity, acting on the CH-CH group of donors)
Ss01g40980.1	-	-	GO:0003824(catalytic activity)
Ss01g35450.1	GO:0045454(cell redox homeostasis)	-	GO:0009055(electron transfer activity),GO:0015035(protein disulfide oxidoreductase activity)
Ss01g40950.1	-	GO:0016021(integral component of membrane)	GO:0032977(membrane insertase activity)
Ss01g35440.1	GO:0006418(tRNA aminoacylation for protein translation),GO:0006429(leucyl-tRNA aminoacylation)	-	GO:0004812(aminoacyl-tRNA ligase activity),GO:0002161(aminoacyl-tRNA editing activity),GO:0000166(nucleotide binding),GO:0005524(ATP binding),GO:0004823(leucine-tRNA ligase activity)
Ss09g14820.1	GO:0009733(response to auxin)	-	-
Ss06g18860.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003677(DNA binding),GO:0003700(DNA-binding transcription factor activity)
Ss09g04770.1	-	-	GO:0005515(protein binding)
Ss01g35490.1	-	GO:0005737(cytoplasm)	GO:0002161(aminoacyl-tRNA editing activity),GO:0051499(D-aminoacyl-tRNA deacylase activity)
Ss10g05190.1	GO:0006508(proteolysis)	-	GO:0004252(serine-type endopeptidase activity)
Ss11g09150.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005515(protein binding),GO:0005524(ATP binding)
Ss03g13220.1	-	-	GO:0016787(hydrolase activity)
Ss02g23810.1	-	-	GO:0003824(catalytic activity)
Ss11g05390.1	-	-	GO:0000287(magnesium ion binding),GO:0010333(terpene synthase activity),GO:0016829(lyase activity)
Ss11g05400.1	-	-	GO:0000287(magnesium ion binding),GO:0010333(terpene synthase activity),GO:0016829(lyase activity)
Ss09g10710.1	GO:0006777(Mo-molybdopterin cofactor biosynthetic process)	-	-
Ss11g05420.1	GO:0007165(signal transduction)	-	GO:0005515(protein binding)
Ss11g05430.1	GO:0005975(carbohydrate metabolic process)	-	GO:0004553(hydrolase activity, hydrolyzing O-glycosyl compounds)
Ss11g05440.1	GO:0031123(RNA 3'-end processing),GO:0043631(RNA polyadenylation)	-	GO:0016779(nucleotidyltransferase activity),GO:0003723(RNA binding),GO:0004652(polynucleotide adenylyltransferase activity)
Ss11g05450.1	-	-	GO:0005515(protein binding)
Ss11g05460.1	-	-	GO:0016491(oxidoreductase activity)
Ss09g10780.1	GO:0071805(potassium ion transmembrane transport)	GO:0016020(membrane)	GO:0015079(potassium ion transmembrane transporter activity)
Ss09g10790.1	-	-	GO:0005515(protein binding)
Ss07g11140.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003700(DNA-binding transcription factor activity),GO:0043565(sequence-specific DNA binding)
Ss02g32330.1	GO:0005975(carbohydrate metabolic process)	-	GO:0004553(hydrolase activity, hydrolyzing O-glycosyl compounds)
Ss02g32340.1	GO:0006479(protein methylation),GO:0035246(peptidyl-arginine N-methylation)	-	GO:0008168(methyltransferase activity)
Ss02g32350.1	-	-	GO:0005515(protein binding)
Ss02g32360.1	-	-	GO:0001671(ATPase activator activity),GO:0051087(chaperone binding),GO:0003677(DNA binding)
Ss02g32290.1	-	-	GO:0016866(intramolecular transferase activity)
Ss02g23770.1	GO:0045944(positive regulation of transcription by RNA polymerase II)	-	GO:0003677(DNA binding),GO:0046983(protein dimerization activity),GO:0000977(RNA polymerase II regulatory region sequence-specific DNA binding)
Ss02g32310.1	-	-	GO:0016866(intramolecular transferase activity)
Ss02g32320.1	-	GO:0005634(nucleus)	GO:0003677(DNA binding)
Ss06g20610.1	GO:0006096(glycolytic process)	-	GO:0004618(phosphoglycerate kinase activity)
Ss06g20600.1	-	-	GO:0003824(catalytic activity)
Ss06g20630.1	-	-	GO:0005515(protein binding)
Ss06g20620.1	-	-	GO:0016779(nucleotidyltransferase activity)
Ss06g20650.1	GO:0006508(proteolysis)	GO:0016020(membrane)	GO:0005524(ATP binding),GO:0004222(metalloendopeptidase activity)
Ss06g20670.1	-	-	GO:0003677(DNA binding)
Ss06g20660.1	GO:0006886(intracellular protein transport)	GO:0017119(Golgi transport complex)	-
Ss09g02890.1	GO:0006122(mitochondrial electron transport, ubiquinol to cytochrome c)	GO:0005743(mitochondrial inner membrane),GO:0005750(mitochondrial respiratory chain complex III)	-
Ss09g02880.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding)
Ss02g20790.1	GO:0006269(DNA replication, synthesis of RNA primer)	-	GO:0003896(DNA primase activity),GO:0016779(nucleotidyltransferase activity)
Ss09g02910.1	GO:0006814(sodium ion transport),GO:0006885(regulation of pH),GO:0055085(transmembrane transport),GO:0006812(cation transport)	GO:0016021(integral component of membrane)	GO:0015385(sodium:proton antiporter activity),GO:0015299(solute:proton antiporter activity)
Ss05g23900.1	-	-	GO:0003723(RNA binding)
Ss05g23910.1	-	-	GO:0005515(protein binding)
Ss05g20740.1	-	-	GO:0005515(protein binding)
Ss07g07260.1	-	-	GO:0046983(protein dimerization activity)
Ss10g05490.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding),GO:0030247(polysaccharide binding),GO:0005509(calcium ion binding)
Ss05g23830.1	-	GO:0016020(membrane),GO:0016021(integral component of membrane)	-
Ss05g23860.1	GO:0015991(ATP hydrolysis coupled proton transport)	GO:0033179(proton-transporting V-type ATPase, V0 domain),GO:0033177(proton-transporting two-sector ATPase complex, proton-transporting domain)	GO:0015078(proton transmembrane transporter activity)
Ss05g23870.1	-	-	GO:0003676(nucleic acid binding)
Ss05g23880.1	-	-	GO:0003676(nucleic acid binding)
Ss05g20800.1	-	-	GO:0005509(calcium ion binding)
Ss02g05490.1	GO:0006629(lipid metabolic process)	-	-
Ss02g05480.1	GO:0055114(oxidation-reduction process)	-	GO:0016491(oxidoreductase activity)
Ss02g05470.1	GO:0055114(oxidation-reduction process)	-	GO:0016491(oxidoreductase activity)
Ss02g05530.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003700(DNA-binding transcription factor activity)
Ss02g05520.1	GO:0005975(carbohydrate metabolic process)	-	GO:0004553(hydrolase activity, hydrolyzing O-glycosyl compounds)
Ss01g06190.1	GO:0006412(translation)	GO:0005840(ribosome)	GO:0003735(structural constituent of ribosome)
Ss01g09720.1	-	GO:0016021(integral component of membrane)	GO:0000166(nucleotide binding)
Ss01g09730.1	-	GO:0016020(membrane)	GO:0005524(ATP binding),GO:0016887(ATPase activity)
Ss09g03410.1	-	GO:0005634(nucleus)	GO:0005515(protein binding),GO:0018024(histone-lysine N-methyltransferase activity)
Ss07g05930.1	GO:0010038(response to metal ion),GO:0046938(phytochelatin biosynthetic process)	-	GO:0016756(glutathione gamma-glutamylcysteinyltransferase activity),GO:0046872(metal ion binding)
Ss07g18170.1	-	-	GO:0008270(zinc ion binding)
Ss02g09800.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003700(DNA-binding transcription factor activity),GO:0003677(DNA binding)
Ss02g17140.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding)
Ss03g30150.1	GO:0006542(glutamine biosynthetic process),GO:0006807(nitrogen compound metabolic process)	-	GO:0003824(catalytic activity),GO:0004356(glutamate-ammonia ligase activity)
Ss03g30140.1	GO:0071704(organic substance metabolic process),GO:0005975(carbohydrate metabolic process)	-	GO:0016868(intramolecular transferase activity, phosphotransferases),GO:0000287(magnesium ion binding)
Ss03g30130.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding)
Ss05g21410.1	GO:0045944(positive regulation of transcription by RNA polymerase II)	-	GO:0003677(DNA binding),GO:0046983(protein dimerization activity),GO:0000981(DNA-binding transcription factor activity, RNA polymerase II-specific),GO:0000987(proximal promoter sequence-specific DNA binding)
Ss03g30090.1	GO:0006629(lipid metabolic process),GO:0016042(lipid catabolic process)	-	-
Ss03g30080.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding),GO:0004674(protein serine/threonine kinase activity)
Ss05g21370.1	-	-	GO:0005515(protein binding)
Ss05g21380.1	GO:0006338(chromatin remodeling)	GO:0000228(nuclear chromosome)	-
Ss05g21390.1	-	GO:0016021(integral component of membrane)	-
Ss05g21400.1	GO:0005975(carbohydrate metabolic process),GO:0006032(chitin catabolic process),GO:0016998(cell wall macromolecule catabolic process)	-	GO:0004568(chitinase activity)
Ss05g21330.1	-	GO:0016021(integral component of membrane)	GO:0004252(serine-type endopeptidase activity)
Ss05g21350.1	-	-	GO:0003677(DNA binding)
Ss05g21360.1	-	-	GO:0046983(protein dimerization activity)
Ss06g05510.1	-	-	GO:0005515(protein binding)
Ss02g06760.1	GO:0006355(regulation of transcription, DNA-templated)	-	GO:0003700(DNA-binding transcription factor activity),GO:0003677(DNA binding)
Ss02g06790.1	GO:0006511(ubiquitin-dependent protein catabolic process)	-	GO:0031625(ubiquitin protein ligase binding)
Ss06g05500.1	-	GO:0016021(integral component of membrane)	-
Ss06g05550.1	-	-	GO:0005515(protein binding)
Ss06g05560.1	-	-	GO:0008270(zinc ion binding),GO:0005515(protein binding)
Ss06g05540.1	-	-	GO:0016747(transferase activity, transferring acyl groups other than amino-acyl groups)
Ss10g09860.1	-	-	GO:0005515(protein binding)
Ss02g15650.1	GO:0006468(protein phosphorylation)	-	GO:0004672(protein kinase activity),GO:0005524(ATP binding)
Ss06g05570.1	GO:0006979(response to oxidative stress),GO:0055114(oxidation-reduction process)	-	GO:0004602(glutathione peroxidase activity)
Ss10g09890.1	GO:0006419(alanyl-tRNA aminoacylation),GO:0043039(tRNA aminoacylation)	GO:0005737(cytoplasm)	GO:0000166(nucleotide binding),GO:0004813(alanine-tRNA ligase activity),GO:0005524(ATP binding),GO:0003676(nucleic acid binding),GO:0004812(aminoacyl-tRNA ligase activity)
Ss10g09830.1	GO:0055114(oxidation-reduction process),GO:0019509(L-methionine salvage from methylthioadenosine)	-	GO:0010309(acireductone dioxygenase [iron(II)-requiring] activity),GO:0016491(oxidoreductase activity)
Ss10g09840.1	GO:0015996(chlorophyll catabolic process)	-	GO:0047746(chlorophyllase activity)
Ss01g01820.1	GO:0006979(response to oxidative stress),GO:0055114(oxidation-reduction process),GO:0042744(hydrogen peroxide catabolic process)	-	GO:0004601(peroxidase activity),GO:0020037(heme binding)
Ss01g01830.1	GO:0006979(response to oxidative stress),GO:0055114(oxidation-reduction process),GO:0042744(hydrogen peroxide catabolic process)	-	GO:0004601(peroxidase activity),GO:0020037(heme binding)
Ss03g02360.1	-	-	GO:0005515(protein binding)
Ss03g02370.1	GO:0007018(microtubule-based movement)	-	GO:0003777(microtubule motor activity),GO:0005524(ATP binding),GO:0008017(microtubule binding)
Ss09g06920.1	GO:0006412(translation)	GO:0005622(intracellular),GO:0005840(ribosome)	GO:0003735(structural constituent of ribosome)
Ss09g06910.1	-	-	GO:0005515(protein binding)
Ss09g06980.1	-	-	GO:0003677(DNA binding)
Ss01g07710.1	GO:0005975(carbohydrate metabolic process),GO:0030259(lipid glycosylation)	-	GO:0016758(transferase activity, transferring hexosyl groups)
Ss09g06960.1	-	-	GO:0003677(DNA binding)
Ss03g02430.1	-	-	GO:0005515(protein binding)
Ss03g02450.1	GO:0007018(microtubule-based movement)	-	GO:0003777(microtubule motor activity),GO:0005524(ATP binding),GO:0008017(microtubule binding)
Ss09g07000.1	GO:0006486(protein glycosylation)	-	GO:0016757(transferase activity, transferring glycosyl groups)
Ss07g21930.1	GO:0006412(translation)	GO:0005840(ribosome)	GO:0003735(structural constituent of ribosome)
Ss04g13570.1	GO:0009116(nucleoside metabolic process)	-	-
Ss04g13270.1	GO:0006979(response to oxidative stress),GO:0055114(oxidation-reduction process),GO:0042744(hydrogen peroxide catabolic process)	-	GO:0004601(peroxidase activity),GO:0020037(heme binding)
Ss04g13280.1	-	-	GO:0005524(ATP binding)
Ss04g13210.1	GO:0015979(photosynthesis)	GO:0009522(photosystem I),GO:0009538(photosystem I reaction center)	-
