Gene	KeggOrtholog
Ss05g07270.1	K01845 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
Ss05g07290.1	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
Ss02g05480.1	K05278 FLS; flavonol synthase [EC:1.14.20.6]
Ss02g05470.1	K05278 FLS; flavonol synthase [EC:1.14.20.6]
Ss02g05530.1	K14432 ABF; ABA responsive element binding factor
Ss02g05520.1	K19355 MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]
Ss02g05500.1	K13174 THOC5; THO complex subunit 5
Ss11g13350.1	K14496 PYL; abscisic acid receptor PYR/PYL family
Ss11g13330.1	K14496 PYL; abscisic acid receptor PYR/PYL family
Ss11g13370.1	K08238 XXT; xyloglucan 6-xylosyltransferase [EC:2.4.2.39]
Ss02g15470.1	K15429 TRM5, TRMT5; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
Ss02g15440.1	K15026 EIF2A; translation initiation factor 2A
Ss02g15420.1	K01183 E3.2.1.14; chitinase [EC:3.2.1.14]
Ss02g15410.1	K01183 E3.2.1.14; chitinase [EC:3.2.1.14]
Ss02g10330.1	K04125 E1.14.11.13; gibberellin 2beta-dioxygenase [EC:1.14.11.13]
Ss02g10350.1	K19801 PI4KB; phosphatidylinositol 4-kinase B [EC:2.7.1.67]
Ss02g24930.1	K14826 FPR3_4; FK506-binding nuclear protein [EC:5.2.1.8]
Ss02g24920.1	K07300 chaA, CAX; Ca2+:H+ antiporter
Ss02g24950.1	K14826 FPR3_4; FK506-binding nuclear protein [EC:5.2.1.8]
Ss02g24970.1	K22683 APF2; aspartyl protease family protein [EC:3.4.23.-]
Ss03g12780.1	K15102 SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3
Ss03g12700.1	K03259 EIF4E; translation initiation factor 4E
Ss03g12750.1	K20131 RABGEF1; Rab5 GDP/GTP exchange factor
Ss03g18480.1	K11982 RNF115_126; E3 ubiquitin-protein ligase RNF115/126 [EC:2.3.2.27]
Ss03g18420.1	K14785 ESF2, ABT1; ESF2/ABP1 family protein
Ss03g18440.1	K03626 EGD2, NACA; nascent polypeptide-associated complex subunit alpha
Ss01g41470.1	K15414 C1QBP; complement component 1 Q subcomponent-binding protein, mitochondrial
Ss09g10650.1	K12836 U2AF1; splicing factor U2AF 35 kDa subunit
Ss09g10640.1	K04043 dnaK, HSPA9; molecular chaperone DnaK
Ss09g10670.1	K07760 CDK; cyclin-dependent kinase [EC:2.7.11.22]
Ss09g10610.1	K00021 HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
Ss02g32260.1	K02540 MCM2; DNA replication licensing factor MCM2 [EC:3.6.4.12]
Ss02g32230.1	K03635 MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]
Ss02g05630.1	K13681 FUT; xyloglucan fucosyltransferase [EC:2.4.1.-]
Ss02g05610.1	K08911 LHCA5; light-harvesting complex I chlorophyll a/b binding protein 5
Ss02g05620.1	K13681 FUT; xyloglucan fucosyltransferase [EC:2.4.1.-]
Ss02g05580.1	K01176 AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]
Ss02g06680.1	K05909 E1.10.3.2; laccase [EC:1.10.3.2]
Ss02g06690.1	K06110 EXOC3, SEC6; exocyst complex component 3
Ss01g04130.1	K04649 HIP2, UBC1; ubiquitin-conjugating enzyme (huntingtin interacting protein 2) [EC:2.3.2.23]
Ss02g06630.1	K02113 ATPF1D, atpH; F-type H+-transporting ATPase subunit delta
Ss02g06700.1	K00891 E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]
Ss04g18460.1	K14315 NDC1, TMEM48; nucleoporin NDC1
Ss04g18390.1	K17781 TIM13; mitochondrial import inner membrane translocase subunit TIM13
Ss04g18450.1	K10706 SETX, ALS4; senataxin [EC:3.6.4.-]
Ss04g18440.1	K07195 EXOC7, EXO70; exocyst complex component 7
Ss09g07090.1	K08495 GOSR1, GOS1; golgi SNAP receptor complex member 1
Ss09g07050.1	K01601 rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
Ss09g07020.1	K04713 SUR2; sphinganine C4-monooxygenase [EC:1.14.18.5]
Ss03g01180.1	K00344 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]
Ss03g01120.1	K05754 ARPC5; actin related protein 2/3 complex, subunit 5
Ss03g01130.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss08g11600.1	K06911 K06911; uncharacterized protein
Ss07g23840.1	K03115 CSNK2B; casein kinase II subunit beta
Ss11g03030.1	K01711 gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]
Ss07g35750.1	K00995 pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
Ss07g35780.1	K00799 GST, gst; glutathione S-transferase [EC:2.5.1.18]
Ss08g11880.1	K13336 PEX3; peroxin-3
Ss08g11900.1	K07195 EXOC7, EXO70; exocyst complex component 7
Ss08g11920.1	K21971 NSUN6; methyltransferase NSUN6 [EC:2.1.1.-]
Ss08g11910.1	K17500 ILKAP; integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16]
Ss08g11940.1	K10712 ADO; cysteamine dioxygenase [EC:1.13.11.19]
Ss07g18660.1	K11838 USP7, UBP15; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]
Ss07g18680.1	K19043 RHF; E3 ubiquitin-protein ligase RHF [EC:2.3.2.27]
Ss08g09710.1	K07305 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
Ss08g09650.1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
Ss08g09660.1	K19944 TBC1D10; TBC1 domain family member 10
Ss06g08130.1	K13648 GAUT; alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
Ss06g08140.1	K00799 GST, gst; glutathione S-transferase [EC:2.5.1.18]
Ss04g22830.1	K14861 URB1; nucleolar pre-ribosomal-associated protein 1
Ss04g22780.1	K14400 PCF11; pre-mRNA cleavage complex 2 protein Pcf11
Ss04g05360.1	K08287 E2.7.12.1; dual-specificity kinase [EC:2.7.12.1]
Ss04g05400.1	K17866 DPH2; diphthamide biosynthesis protein 2
Ss04g05390.1	K01530 E7.6.2.1; phospholipid-translocating ATPase [EC:7.6.2.1]
Ss10g02560.1	K16296 SCPL-I; serine carboxypeptidase-like clade I [EC:3.4.16.-]
Ss05g19960.1	K00485 FMO; dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
Ss05g19970.1	K15285 SLC35E3; solute carrier family 35, member E3
Ss05g20030.1	K13098 TLS, FUS; RNA-binding protein FUS
Ss05g20040.1	K14709 SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3
Ss10g02540.1	K16296 SCPL-I; serine carboxypeptidase-like clade I [EC:3.4.16.-]
Ss10g16450.1	K10706 SETX, ALS4; senataxin [EC:3.6.4.-]
Ss10g16410.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss10g16460.1	K11000 CALS; callose synthase [EC:2.4.1.-]
Ss10g16470.1	K13412 CPK; calcium-dependent protein kinase [EC:2.7.11.1]
Ss06g01590.1	K03686 dnaJ; molecular chaperone DnaJ
Ss04g24150.1	K03019 RPC11, POLR3K; DNA-directed RNA polymerase III subunit RPC11
Ss04g24160.1	K03019 RPC11, POLR3K; DNA-directed RNA polymerase III subunit RPC11
Ss04g24180.1	K06130 LYPLA2; lysophospholipase II [EC:3.1.1.5]
Ss04g24200.1	K00899 mtnK; 5-methylthioribose kinase [EC:2.7.1.100]
Ss04g24210.1	K00899 mtnK; 5-methylthioribose kinase [EC:2.7.1.100]
Ss04g24220.1	K20723 RTN3; reticulon-3
Ss08g17360.1	K10523 SPOP; speckle-type POZ protein
Ss08g17350.1	K12448 UXE, uxe; UDP-arabinose 4-epimerase [EC:5.1.3.5]
Ss05g14850.1	K15306 RANBP1; Ran-binding protein 1
Ss08g17400.1	K10523 SPOP; speckle-type POZ protein
Ss08g05050.1	K18835 WRKY2; WRKY transcription factor 2
Ss08g05020.1	K12179 COPS6, CSN6; COP9 signalosome complex subunit 6
Ss08g05110.1	K18883 ROMT; tricin synthase [EC:2.1.1.175]
Ss07g33980.1	K03549 kup; KUP system potassium uptake protein
Ss01g39570.1	K07390 grxD, GLRX5; monothiol glutaredoxin
Ss01g39490.1	K01507 ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Ss01g39500.1	K01507 ppa; inorganic pyrophosphatase [EC:3.6.1.1]
Ss01g39510.1	K22771 UGT73C6; flavonol-3-O-L-rhamnoside-7-O-glucosyltransferase [EC:2.4.1.-]
Ss01g39560.1	K06130 LYPLA2; lysophospholipase II [EC:3.1.1.5]
Ss06g14610.1	K02865 RP-L10Ae, RPL10A; large subunit ribosomal protein L10Ae
Ss06g14590.1	K02326 POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]
Ss06g14580.1	K11262 ACACA; acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]
Ss06g14570.1	K09338 HD-ZIP; homeobox-leucine zipper protein
Ss02g35200.1	K05277 ANS; anthocyanidin synthase [EC:1.14.20.4]
Ss08g00030.1	K20843 GALT2S; hydroxyproline O-galactosyltransferase 2/3/4/5/6 [EC:2.4.1.-]
Ss08g00070.1	K19986 EXOC8, SEC84; exocyst complex component 8
Ss08g00060.1	K12462 ARHGDI, RHOGDI; Rho GDP-dissociation inhibitor
Ss08g00050.1	K13347 PXMP2, PMP22; peroxisomal membrane protein 2
Ss06g20770.1	K03188 ureF; urease accessory protein
Ss06g20780.1	K03549 kup; KUP system potassium uptake protein
Ss06g20750.1	K02132 ATPeF1A, ATP5A1, ATP1; F-type H+-transporting ATPase subunit alpha
Ss06g20730.1	K15631 ABA3; molybdenum cofactor sulfurtransferase [EC:2.8.1.9]
Ss01g06130.1	K08057 CALR; calreticulin
Ss01g06150.1	K06670 SCC1, MCD1, RAD21; cohesin complex subunit SCC1
Ss01g06090.1	K12875 ACIN1, ACINUS; apoptotic chromatin condensation inducer in the nucleus
Ss01g06120.1	K02836 prfB; peptide chain release factor 2
Ss01g06170.1	K01188 E3.2.1.21; beta-glucosidase [EC:3.2.1.21]
Ss02g15890.1	K18156 ATP23, XRCC6BP1; mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]
Ss02g15920.1	K18723 GLE1; nucleoporin GLE1
Ss02g15930.1	K15032 MTERFD; mTERF domain-containing protein, mitochondrial
Ss02g15950.1	K08287 E2.7.12.1; dual-specificity kinase [EC:2.7.12.1]
Ss01g01950.1	K15707 RNF170; RING finger protein 170 [EC:2.3.2.27]
Ss01g01880.1	K02155 ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit
Ss03g24040.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss03g24010.1	K03879 ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]
Ss03g24000.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss03g23990.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss11g12390.1	K02540 MCM2; DNA replication licensing factor MCM2 [EC:3.6.4.12]
Ss08g13790.1	K09286 EREBP; EREBP-like factor
Ss08g13760.1	K09286 EREBP; EREBP-like factor
Ss08g13750.1	K09286 EREBP; EREBP-like factor
Ss08g13800.1	K01265 map; methionyl aminopeptidase [EC:3.4.11.18]
Ss01g33090.1	K14491 ARR-B; two-component response regulator ARR-B family
Ss01g33080.1	K12200 PDCD6IP, ALIX, RIM20; programmed cell death 6-interacting protein
Ss05g05270.1	K03234 EEF2; elongation factor 2
Ss05g05250.1	K14484 IAA; auxin-responsive protein IAA
Ss05g05230.1	K05759 PFN; profilin
Ss01g33150.1	K11816 YUCCA; indole-3-pyruvate monooxygenase [EC:1.14.13.168]
Ss02g34380.1	K20353 SEC16; COPII coat assembly protein SEC16
Ss02g34370.1	K00627 DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]
Ss02g34350.1	K21351 SST; sucrose:sucrose fructosyltransferase [EC:2.4.1.99]
Ss03g00170.1	K01904 4CL; 4-coumarate--CoA ligase [EC:6.2.1.12]
Ss03g00150.1	K21989 TMEM63; calcium permeable stress-gated cation channel
Ss03g00130.1	K11352 NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12
Ss03g00110.1	K10666 RNF5; E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
Contig1g00150.1	K22503 DARS; aspartyl-tRNA synthetase [EC:6.1.1.12]
Contig1g00140.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Contig1g00110.1	K01426 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
Ss04g06900.1	K17279 REEP5_6; receptor expression-enhancing protein 5/6
Ss04g06890.1	K01880 GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]
Ss04g06880.1	K00411 UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
Ss04g06870.1	K20870 IRX10; putative beta-1,4-xylosyltransferase IRX10 [EC:2.4.2.-]
Ss04g06840.1	K03043 rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
Ss04g06830.1	K11511 APITD1, CENPS, MHF1; centromere protein S
Ss10g16970.1	K11804 WDR42A; WD repeat-containing protein 42A
Ss10g14490.1	K20858 MCU; calcium uniporter protein, mitochondrial
Ss01g19020.1	K02606 ORC4; origin recognition complex subunit 4
Ss01g18950.1	K03327 TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family
Ss01g18940.1	K10753 ASF1; histone chaperone ASF1
Ss01g18960.1	K03094 SKP1, CBF3D; S-phase kinase-associated protein 1
Ss01g19010.1	K08730 PTDSS2; phosphatidylserine synthase 2 [EC:2.7.8.29]
Ss02g23080.1	K07342 SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins
Ss06g03570.1	K20603 MKK2; mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]
Ss10g12210.1	K03259 EIF4E; translation initiation factor 4E
Ss10g12220.1	K10999 CESA; cellulose synthase A [EC:2.4.1.12]
Ss10g12200.1	K13525 VCP, CDC48; transitional endoplasmic reticulum ATPase
Ss03g14550.1	K07252 E3.6.1.43; dolichyldiphosphatase [EC:3.6.1.43]
Ss03g14580.1	K07198 PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
Ss03g14590.1	K04650 NCOR1, N-CoR; nuclear receptor co-repressor 1
Ss03g14610.1	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]
Ss02g17210.1	K20367 ERGIC3, ERV46; endoplasmic reticulum-Golgi intermediate compartment protein 3
Ss09g02700.1	K15633 gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Ss09g12730.1	K01012 bioB; biotin synthase [EC:2.8.1.6]
Ss09g12740.1	K11968 ARIH1; ariadne-1 [EC:2.3.2.31]
Ss09g12700.1	K16223 FT; protein FLOWERING LOCUS T
Ss09g12710.1	K13436 PTI1; pto-interacting protein 1 [EC:2.7.11.1]
Ss10g16940.1	K00799 GST, gst; glutathione S-transferase [EC:2.5.1.18]
Ss09g12670.1	K22389 LCAT3; phospholipase A1 [EC:3.1.1.32]
Ss09g12680.1	K15287 SLC35F1_2; solute carrier family 35, member F1/2
Ss09g02710.1	K15633 gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
Ss02g07060.1	K17822 DCUN1D1_2; DCN1-like protein 1/2
Ss02g07090.1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
Ss02g07040.1	K10395 KIF4_21_27; kinesin family member 4/21/27
Ss04g18070.1	K11275 H1_5; histone H1/5
Ss04g18080.1	K12345 SRD5A3; 3-oxo-5-alpha-steroid 4-dehydrogenase 3 [EC:1.3.1.22 1.3.1.94]
Ss04g18010.1	K00831 serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]
Ss04g18100.1	K14016 UFD1; ubiquitin fusion degradation protein 1
Ss07g27480.1	K08867 WNK, PRKWNK; WNK lysine deficient protein kinase [EC:2.7.11.1]
Ss07g27460.1	K03691 POFUT; peptide-O-fucosyltransferase [EC:2.4.1.221]
Ss06g25040.1	K02291 crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
Ss07g27430.1	K01803 TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]
Ss07g27500.1	K00860 cysC; adenylylsulfate kinase [EC:2.7.1.25]
Ss10g07960.1	K15923 AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]
Ss10g07970.1	K15923 AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]
Ss10g07990.1	K07735 algH; putative transcriptional regulator
Ss09g05430.1	K10536 aguA; agmatine deiminase [EC:3.5.3.12]
Ss09g05420.1	K10536 aguA; agmatine deiminase [EC:3.5.3.12]
Ss09g05410.1	K08856 STK16; serine/threonine kinase 16 [EC:2.7.11.1]
Ss09g05380.1	K13099 CD2BP2, PPP1R59; CD2 antigen cytoplasmic tail-binding protein 2
Ss03g06980.1	K15688 MUL1; E3 ubiquitin-protein ligase MUL1 [EC:2.3.2.27]
Ss03g06900.1	K13566 NIT2, yafV; omega-amidase [EC:3.5.1.3]
Ss03g06920.1	K03137 TFIIE2, GTF2E2, TFA2; transcription initiation factor TFIIE subunit beta
Ss03g06930.1	K09285 OVM, ANT; AP2-like factor, ANT lineage
Ss06g16930.1	K03301 TC.AAA; ATP:ADP antiporter, AAA family
Ss06g16880.1	K14484 IAA; auxin-responsive protein IAA
Ss06g16900.1	K14803 PTC2_3; protein phosphatase PTC2/3 [EC:3.1.3.16]
Ss06g16850.1	K10781 FATB; fatty acyl-ACP thioesterase B [EC:3.1.2.14 3.1.2.21]
Ss07g35940.1	K08678 UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]
Ss07g35930.1	K05765 CFL; cofilin
Ss07g35950.1	K03231 EEF1A; elongation factor 1-alpha
Ss07g16610.1	K01648 ACLY; ATP citrate (pro-S)-lyase [EC:2.3.3.8]
Ss06g04860.1	K02983 RP-S30e, RPS30; small subunit ribosomal protein S30e
Ss06g04870.1	K06617 E2.4.1.82; raffinose synthase [EC:2.4.1.82]
Ss06g04880.1	K03065 PSMC3, RPT5; 26S proteasome regulatory subunit T5
Ss04g02490.1	K03136 TFIIE1, GTF2E1, TFA1, tfe; transcription initiation factor TFIIE subunit alpha
Ss10g17950.1	K01074 PPT; palmitoyl-protein thioesterase [EC:3.1.2.22]
Ss10g17920.1	K11778 DHDDS, RER2, SRT1; ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]
Ss10g17990.1	K09286 EREBP; EREBP-like factor
Ss10g17980.1	K01535 PMA1, PMA2; H+-transporting ATPase [EC:7.1.2.1]
Ss03g03280.1	K10577 UBE2I, UBC9; ubiquitin-conjugating enzyme E2 I
Ss03g03300.1	K03364 CDH1; cell division cycle 20-like protein 1, cofactor of APC complex
Ss07g01380.1	K10590 TRIP12; E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
Ss03g30440.1	K16732 PRC1; protein regulator of cytokinesis 1
Ss03g30450.1	K00863 DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]
Ss03g30420.1	K02258 COX11, ctaG; cytochrome c oxidase assembly protein subunit 11
Ss03g30430.1	K02183 CALM; calmodulin
Ss03g30390.1	K01658 trpG; anthranilate synthase component II [EC:4.1.3.27]
Ss03g30400.1	K10355 ACTF; actin, other eukaryote
Ss03g30370.1	K14489 AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]
Ss07g02360.1	K12169 KPC1, RNF123; Kip1 ubiquitination-promoting complex protein 1 [EC:2.3.2.27]
Ss03g25930.1	K01733 thrC; threonine synthase [EC:4.2.3.1]
Ss07g23560.1	K02877 RP-L15e, RPL15; large subunit ribosomal protein L15e
Ss07g23550.1	K06316 RFT1; oligosaccharide translocation protein RFT1
Ss03g25880.1	K03116 tatA; sec-independent protein translocase protein TatA
Ss03g25870.1	K14484 IAA; auxin-responsive protein IAA
Ss05g19670.1	K01115 PLD1_2; phospholipase D1/2 [EC:3.1.4.4]
Ss05g19710.1	K01886 QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
Ss05g17140.1	K02542 MCM6; DNA replication licensing factor MCM6 [EC:3.6.4.12]
Ss05g17170.1	K00430 E1.11.1.7; peroxidase [EC:1.11.1.7]
Ss05g17150.1	K10581 UBE2O; ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]
Ss05g17160.1	K02905 RP-L29e, RPL29; large subunit ribosomal protein L29e
Ss04g16210.1	K05609 UCHL3, YUH1; ubiquitin carboxyl-terminal hydrolase L3 [EC:3.4.19.12]
Ss04g16200.1	K05609 UCHL3, YUH1; ubiquitin carboxyl-terminal hydrolase L3 [EC:3.4.19.12]
Ss08g04870.1	K00830 AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
Ss04g16170.1	K07874 RAB1A; Ras-related protein Rab-1A
Ss09g15170.1	K11262 ACACA; acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]
Ss09g15160.1	K00485 FMO; dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]
Ss08g07120.1	K00679 E2.3.1.158; phospholipid:diacylglycerol acyltransferase [EC:2.3.1.158]
Ss08g07150.1	K00279 CKX; cytokinin dehydrogenase [EC:1.5.99.12]
Ss03g39660.1	K14516 ERF1; ethylene-responsive transcription factor 1
Ss03g39630.1	K06269 PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
Ss03g39620.1	K08176 PHO84; MFS transporter, PHS family, inorganic phosphate transporter
Ss03g16200.1	K03949 NDUFA5; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5
Ss03g16210.1	K09285 OVM, ANT; AP2-like factor, ANT lineage
Ss03g16190.1	K06883 K06883; uncharacterized protein
Ss03g37900.1	K02639 petF; ferredoxin
Ss03g37870.1	K03522 fixB, etfA; electron transfer flavoprotein alpha subunit
Ss02g11640.1	K09493 CCT1, TCP1; T-complex protein 1 subunit alpha
Ss09g15020.1	K08099 E3.1.1.14; chlorophyllase [EC:3.1.1.14]
Ss09g15030.1	K08099 E3.1.1.14; chlorophyllase [EC:3.1.1.14]
Ss02g11680.1	K10268 FBXL2_20; F-box and leucine-rich repeat protein 2/20
Ss09g15100.1	K14564 NOP56; nucleolar protein 56
Ss06g19790.1	K18468 VPS35; vacuolar protein sorting-associated protein 35
Ss06g19780.1	K11855 USP36_42; ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
Ss06g19770.1	K07342 SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins
Ss06g19760.1	K12857 SNRNP40, PRP8BP; Prp8 binding protein
Ss01g12880.1	K01408 IDE, ide; insulysin [EC:3.4.24.56]
Ss01g12890.1	K21248 VMP1; vacuole membrane protein 1
Ss01g12840.1	K18643 KATNB1; katanin p80 WD40 repeat-containing subunit B1
Ss01g12830.1	K19995 SCAMP; secretory carrier-associated membrane protein
Ss01g12800.1	K12184 VPS28; ESCRT-I complex subunit VPS28
Ss03g31780.1	K16075 MRS2, MFM1; magnesium transporter
Ss03g31770.1	K16277 DRIP; E3 ubiquitin-protein ligase DRIP [EC:2.3.2.27]
Ss03g31800.1	K14484 IAA; auxin-responsive protein IAA
Ss03g31790.1	K14006 SEC23; protein transport protein SEC23
Ss02g02460.1	K17292 TBCA; tubulin-specific chaperone A
Ss02g02450.1	K08869 ADCK, ABC1; aarF domain-containing kinase
Ss02g02480.1	K16578 CLASP1_2; CLIP-associating protein 1/2
Ss02g02420.1	K10357 MYO5; myosin V
Ss02g02430.1	K03953 NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9
Ss05g08550.1	K20471 COPD, ARCN1, RET2; coatomer subunit delta
Ss05g08540.1	K16297 SCPL-II; serine carboxypeptidase-like clade II [EC:3.4.16.-]
Ss05g08520.1	K15731 CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
Ss05g08500.1	K22366 SELENOT; thioredoxin reductase-like selenoprotein T
Ss07g09760.1	K13113 UBL5, HUB1; ubiquitin-like protein 5
Ss07g09750.1	K14964 ASH2; Set1/Ash2 histone methyltransferase complex subunit ASH2
Ss07g09740.1	K13109 IK, RED, RER; IK cytokine
Ss07g09810.1	K02892 RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
Ss07g09800.1	K00225 GLDH; L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
Ss07g09780.1	K00889 PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]
Ss02g28850.1	K00454 LOX2S; lipoxygenase [EC:1.13.11.12]
Ss02g28820.1	K14431 TGA; transcription factor TGA
Ss02g28840.1	K16810 TBCCD1; TBCC domain-containing protein 1
Ss02g08520.1	K21485 AAMT; anthranilate O-methyltransferase [EC:2.1.1.277]
Ss02g08510.1	K21485 AAMT; anthranilate O-methyltransferase [EC:2.1.1.277]
Ss01g26030.1	K10418 DYNLL; dynein light chain LC8-type
Ss02g08570.1	K17275 PLS1; plastin-1
Ss02g08560.1	K10525 AOC; allene oxide cyclase [EC:5.3.99.6]
Ss02g08590.1	K12462 ARHGDI, RHOGDI; Rho GDP-dissociation inhibitor
Ss02g08580.1	K17275 PLS1; plastin-1
Ss01g25960.1	K10401 KIF18_19; kinesin family member 18/19
Ss07g15080.1	K00547 mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]
Ss07g15070.1	K16287 ULP1C_D; ubiquitin-like-specific protease 1C/D [EC:3.4.22.68]
Ss07g15010.1	K01968 E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
Ss02g33650.1	K04392 RAC1; Ras-related C3 botulinum toxin substrate 1
Ss02g33630.1	K06970 rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]
Ss04g26670.1	K00847 E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]
Ss03g19100.1	K08272 CAB39, MO25; calcium binding protein 39
